"token_id" "token" "lemma" "pos" "entity"
"1281" "the" "the" "DT" "No entity"
"1282" "induction" "induction" "NN" "No entity"
"1283" "of" "of" "IN" "No entity"
"1284" "CYP2B10" "CYP2B10" "NNP" "No entity"
"1285" "mRNA" "mRNA" "NNP" "No entity"
"1286" "." "." "." "No entity"
"1287" " " " " "_SP" "No entity"
"1288" "Purified" "purify" "VBN" "No entity"
"1289" "constitutive" "constitutive" "JJ" "No entity"
"1290" "androstane" "androstane" "NN" "No entity"
"1291" "receptor" "receptor" "NN" "No entity"
"1292" "(" "(" "-LRB-" "No entity"
"1293" "CAR)/retinoid" "car)/retinoid" "JJ" "CARDINAL"
"1294" "X" "X" "NNP" "No entity"
"1295" "receptor" "receptor" "NN" "No entity"
"1296" "(" "(" "-LRB-" "No entity"
"1297" "RXR" "RXR" "NNP" "ORG"
"1298" ")" ")" "-RRB-" "No entity"
"1299" "bound" "bind" "VBN" "No entity"
"1300" "to" "to" "IN" "No entity"
"1301" "the" "the" "DT" "No entity"
"1302" "core" "core" "NN" "No entity"
"1303" "NR-1" "NR-1" "NNP" "No entity"
"1304" "and" "and" "CC" "No entity"
"1305" "NR-2" "NR-2" "NNP" "No entity"
"1306" "sites" "site" "NNS" "No entity"
"1307" "and" "and" "CC" "No entity"
"1308" "to" "to" "IN" "No entity"
"1309" "a" "a" "DT" "No entity"
"1310" "third" "third" "JJ" "ORDINAL"
"1311" "NR-3" "NR-3" "NNP" "No entity"
"1312" "site" "site" "NN" "No entity"
"1313" "to" "to" "IN" "No entity"
"1314" "the" "the" "DT" "No entity"
"1315" "5" "5" "CD" "CARDINAL"
"1316" "side" "side" "NN" "No entity"
"1317" "of" "of" "IN" "No entity"
"1318" "the" "the" "DT" "No entity"
"1319" "core" "core" "NN" "No entity"
"1320" "in" "in" "IN" "No entity"
"1321" "Cyp2b10" "Cyp2b10" "NNP" "GPE"
"1322" "." "." "." "No entity"
"1323" " " " " "_SP" "No entity"
"1324" "Characterization" "characterization" "NN" "No entity"
"1325" "of" "of" "IN" "No entity"
"1326" "the" "the" "DT" "No entity"
"1327" "human" "human" "JJ" "No entity"
"1328" "HNF1" "HNF1" "NNP" "No entity"
"1329" "alpha" "alpha" "NN" "No entity"
"1330" "gene" "gene" "NN" "No entity"
"1331" "promoter" "promoter" "NN" "No entity"
"1332" "identified" "identify" "VBD" "No entity"
"1333" "a" "a" "DT" "No entity"
"1334" "consensus" "consensus" "NN" "No entity"
"1335" "bile" "bile" "NN" "No entity"
"1336" "acid" "acid" "JJ" "No entity"
"1337" "response" "response" "NN" "No entity"
"1338" "element" "element" "NN" "No entity"
"1339" "that" "that" "WDT" "No entity"
"1340" "binds" "bind" "VBZ" "No entity"
"1341" "and" "and" "CC" "No entity"
"1342" "is" "be" "VBZ" "No entity"
"1343" "activated" "activate" "VBN" "No entity"
"1344" "by" "by" "IN" "No entity"
"1345" "HNF4" "HNF4" "NNP" "No entity"
"1346" "alpha" "alpha" "NN" "No entity"
"1347" "." "." "." "No entity"
"1348" " " " " "_SP" "No entity"
"1349" "The" "the" "DT" "No entity"
"1350" "data" "datum" "NNS" "No entity"
"1351" "presented" "present" "VBN" "No entity"
"1352" "in" "in" "IN" "No entity"
"1353" "this" "this" "DT" "No entity"
"1354" "study" "study" "NN" "No entity"
"1355" "show" "show" "VBP" "No entity"
"1356" "that" "that" "IN" "No entity"
"1357" "only" "only" "RB" "No entity"
"1358" "CYP2D6" "CYP2D6" "VBZ" "No entity"
"1359" "humanized" "humanized" "JJ" "No entity"
"1360" "mice" "mouse" "NNS" "No entity"
"1361" "but" "but" "CC" "No entity"
"1362" "not" "not" "RB" "No entity"
"1363" "wild" "wild" "JJ" "No entity"
"1364" "-" "-" "HYPH" "No entity"
"1365" "type" "type" "NN" "No entity"
"1366" "mice" "mouse" "NNS" "No entity"
"1367" "display" "display" "NN" "No entity"
"1368" "significant" "significant" "JJ" "No entity"
"1369" "DEB" "DEB" "NNP" "ORG"
"1370" "4-hydroxylase" "4-hydroxylase" "CD" "No entity"
"1371" "activity" "activity" "NN" "No entity"
"1372" "and" "and" "CC" "No entity"
"1373" "that" "that" "IN" "No entity"
"1374" "HNF4alpha" "hnf4alpha" "CD" "GPE"
"1375" "regulates" "regulate" "VBZ" "No entity"
"1376" "CYP2D6" "CYP2D6" ":" "No entity"
"1377" "activity" "activity" "NN" "No entity"
"1378" "in" "in" "IN" "No entity"
"1379" "vivo" "vivo" "NNP" "GPE"
"1380" "." "." "." "No entity"
"1381" " " " " "_SP" "No entity"
"1382" "We" "-PRON-" "PRP" "No entity"
"1383" "modeled" "model" "VBD" "No entity"
"1384" "the" "the" "DT" "No entity"
"1385" "3D" "3d" "JJ" "No entity"
"1386" "structure" "structure" "NN" "No entity"
"1387" "of" "of" "IN" "No entity"
"1388" "VDR" "VDR" "NNP" "ORG"
"1389" "-" "-" "HYPH" "No entity"
"1390" "LBD" "LBD" "NNP" "No entity"
"1391" "(" "(" "-LRB-" "No entity"
"1392" "ligand" "ligand" "NN" "No entity"
"1393" "binding" "bind" "VBG" "No entity"
"1394" "domain" "domain" "NN" "No entity"
"1395" ")" ")" "-RRB-" "No entity"
"1396" "using" "use" "VBG" "No entity"
"1397" "hRARgamma" "hRARgamma" "NNP" "PRODUCT"
"1398" "as" "as" "IN" "No entity"
"1399" "a" "a" "DT" "No entity"
"1400" "template" "template" "NN" "No entity"
"1401" "," "," "," "No entity"
"1402" "to" "to" "TO" "No entity"
"1403" "develop" "develop" "VB" "No entity"
"1404" "our" "-PRON-" "PRP$" "No entity"
"1405" "structure" "structure" "NN" "No entity"
"1406" "-" "-" "HYPH" "No entity"
"1407" "function" "function" "NN" "No entity"
"1408" "theory" "theory" "NN" "No entity"
"1409" "into" "into" "IN" "No entity"
"1410" "a" "a" "DT" "No entity"
"1411" "theory" "theory" "NN" "No entity"
"1412" "involving" "involve" "VBG" "No entity"
"1413" "VDR" "VDR" "NNP" "ORG"
"1414" "." "." "." "No entity"
"1415" " " " " "_SP" "No entity"
"1416" "Two" "two" "CD" "CARDINAL"
"1417" "putative" "putative" "JJ" "No entity"
"1418" "RXRalpha" "rxralpha" "NN" "ORG"
"1419" "binding" "bind" "VBG" "No entity"
"1420" "sites" "site" "NNS" "No entity"
"1421" "on" "on" "IN" "No entity"
"1422" "the" "the" "DT" "No entity"
"1423" "HNF1alpha" "HNF1alpha" "NNP" "GPE"
"1424" "(" "(" "-LRB-" "No entity"
"1425" "-295" "-295" "FW" "No entity"
"1426" "to" "to" "IN" "No entity"
"1427" "-276" "-276" "NNP" "No entity"
"1428" ")" ")" "-RRB-" "No entity"
"1429" "and" "and" "CC" "No entity"
"1430" "HNF4alpha" "HNF4alpha" "NNP" "GPE"
"1431" "(" "(" "-LRB-" "No entity"
"1432" "-418" "-418" "JJ" "No entity"
"1433" "to" "to" "IN" "No entity"
"1434" "-399" "-399" "NNS" "No entity"
"1435" ")" ")" "-RRB-" "No entity"
"1436" "genes" "gene" "NNS" "No entity"
"1437" "have" "have" "VBP" "No entity"
"1438" "been" "be" "VBN" "No entity"
"1439" "characterized" "characterize" "VBN" "No entity"
"1440" "." "." "." "No entity"
"1441" " " " " "_SP" "No entity"
"1442" "Electrophoretic" "electrophoretic" "JJ" "NORP"
"1443" "mobility" "mobility" "NN" "No entity"
"1444" "shift" "shift" "NN" "No entity"
"1445" "and" "and" "CC" "No entity"
"1446" "supershift" "supershift" "NNP" "No entity"
"1447" "assays" "assay" "NNS" "No entity"
"1448" "proved" "prove" "VBD" "No entity"
"1449" "the" "the" "DT" "No entity"
"1450" "sequence" "sequence" "NN" "No entity"
"1451" "element" "element" "NN" "No entity"
"1452" "(" "(" "-LRB-" "No entity"
"1453" "-228/-222" "-228/-222" "FW" "No entity"
"1454" ")" ")" "-RRB-" "No entity"
"1455" "to" "to" "TO" "No entity"
"1456" "be" "be" "VB" "No entity"
"1457" "an" "an" "DT" "No entity"
"1458" "L" "l" "NN" "No entity"
"1459" "-" "-" "HYPH" "No entity"
"1460" "carnitine" "carnitine" "NN" "No entity"
"1461" "sensitive" "sensitive" "JJ" "No entity"
"1462" "RXRα" "RXRα" "NNS" "No entity"
"1463" "binding" "bind" "VBG" "No entity"
"1464" "site" "site" "NN" "No entity"
"1465" "," "," "," "No entity"
"1466" "which" "which" "WDT" "No entity"
"1467" "also" "also" "RB" "No entity"
"1468" "showed" "show" "VBD" "No entity"
"1469" "sensitivity" "sensitivity" "NN" "No entity"
"1470" "to" "to" "IN" "No entity"
"1471" "application" "application" "NN" "No entity"
"1472" "of" "of" "IN" "No entity"
"1473" "anti" "anti" "JJ" "No entity"
"1474" "-" "-" "JJ" "No entity"
"1475" "PPARα" "PPARα" "NNS" "No entity"
"1476" "and" "and" "CC" "No entity"
"1477" "anti" "anti" "JJ" "No entity"
"1478" "-" "-" "JJ" "No entity"
"1479" "PPARbp" "pparbp" "JJ" "No entity"
"1480" "antibodies" "antibody" "NNS" "No entity"
"1481" "." "." "." "No entity"
"1482" " " " " "_SP" "No entity"
"1483" "Moreover" "moreover" "RB" "No entity"
"1484" "the" "the" "DT" "No entity"
"1485" "interaction" "interaction" "NN" "No entity"
"1486" "between" "between" "IN" "No entity"
"1487" "the" "the" "DT" "No entity"
"1488" "PPARG2" "PPARG2" "NNS" "No entity"
"1489" "ligand" "ligand" "NN" "No entity"
"1490" "binding" "bind" "VBG" "No entity"
"1491" "domain" "domain" "NN" "No entity"
"1492" "and" "and" "CC" "No entity"
"1493" "the" "the" "DT" "No entity"
"1494" "RXR" "RXR" "NNP" "ORG"
"1495" "DNA" "dna" "NN" "No entity"
"1496" "binding" "bind" "VBG" "No entity"
"1497" "domain" "domain" "NN" "No entity"
"1498" "stabilized" "stabilize" "VBD" "No entity"
"1499" "the" "the" "DT" "No entity"
"1500" "heterodimer" "heterodimer" "NN" "No entity"
"1501" "on" "on" "IN" "No entity"
"1502" "its" "-PRON-" "PRP$" "No entity"
"1503" "DNA" "dna" "NN" "No entity"
"1504" "target" "target" "NN" "No entity"
"1505" "." "." "." "No entity"
"1506" " " " " "_SP" "No entity"
"1507" "Upon" "upon" "IN" "No entity"
"1508" "activation" "activation" "NN" "No entity"
"1509" "," "," "," "No entity"
"1510" "FXR" "FXR" "NNP" "ORG"
"1511" "heterodimerizes" "heterodimerize" "NNS" "No entity"
"1512" "with" "with" "IN" "No entity"
"1513" "the" "the" "DT" "No entity"
"1514" "9-cis" "9-cis" "CD" "No entity"
"1515" "retinoic" "retinoic" "NN" "No entity"
"1516" "X" "x" "NN" "No entity"
"1517" "receptor" "receptor" "NN" "No entity"
"1518" "(" "(" "-LRB-" "No entity"
"1519" "RXR" "RXR" "NNP" "ORG"
"1520" ")" ")" "-RRB-" "No entity"
"1521" "and" "and" "CC" "No entity"
"1522" "regulates" "regulate" "VBZ" "No entity"
"1523" "genes" "gene" "NNS" "No entity"
"1524" "involved" "involve" "VBN" "No entity"
"1525" "in" "in" "IN" "No entity"
"1526" "cholesterol" "cholesterol" "NN" "No entity"
"1527" "and" "and" "CC" "No entity"
"1528" "BA" "BA" "NNP" "ORG"
"1529" "homeostasis" "homeostasis" "NN" "No entity"
"1530" "." "." "." "No entity"
"1531" " " " " "_SP" "No entity"
"1532" "Oxysterol" "oxysterol" "JJ" "ORG"
"1533" "receptor" "receptor" "NN" "No entity"
"1534" "," "," "," "No entity"
"1535" "LXR" "LXR" "NNP" "ORG"
"1536" "," "," "," "No entity"
"1537" "stimulates" "stimulate" "NNS" "No entity"
"1538" "," "," "," "No entity"
"1539" "whereas" "whereas" "IN" "No entity"
"1540" "the" "the" "DT" "No entity"
"1541" "bile" "bile" "NN" "No entity"
"1542" "acid" "acid" "NN" "No entity"
"1543" "receptor" "receptor" "NN" "No entity"
"1544" "," "," "," "No entity"
"1545" "FXR" "FXR" "NNP" "ORG"
"1546" "," "," "," "No entity"
"1547" "inhibits" "inhibit" "VBZ" "No entity"
"1548" "CYP7A1" "cyp7a1" "JJ" "No entity"
"1549" "transcription" "transcription" "NN" "No entity"
"1550" "." "." "." "No entity"
"1551" " " " " "_SP" "No entity"
"1552" "CAR" "car" "NN" "ORG"
"1553" "activation" "activation" "NN" "No entity"
"1554" "can" "can" "MD" "No entity"
"1555" "be" "be" "VB" "No entity"
"1556" "elicited" "elicit" "VBN" "No entity"
"1557" "by" "by" "IN" "No entity"
"1558" "a" "a" "DT" "No entity"
"1559" "large" "large" "JJ" "No entity"
"1560" "variety" "variety" "NN" "No entity"
"1561" "of" "of" "IN" "No entity"
"1562" "xenobiotics" "xenobiotic" "NNS" "No entity"
"1563" "," "," "," "No entity"
"1564" "including" "include" "VBG" "No entity"
"1565" "phenobarbital" "phenobarbital" "JJ" "No entity"
"1566" "(" "(" "-LRB-" "No entity"
"1567" "PB" "PB" "NNP" "ORG"
"1568" ")" ")" "-RRB-" "No entity"
"1569" "which" "which" "WDT" "No entity"
"1570" "is" "be" "VBZ" "No entity"
"1571" "not" "not" "RB" "No entity"
"1572" "a" "a" "DT" "No entity"
"1573" "directly" "directly" "RB" "No entity"
"1574" "binding" "bind" "VBG" "No entity"
"1575" "CAR" "car" "NN" "ORG"
"1576" "ligand" "ligand" "NN" "No entity"
"1577" "." "." "." "No entity"
"1578" " " " " "_SP" "No entity"
"1579" "Retinoid" "Retinoid" "NNP" "PRODUCT"
"1580" "x" "x" "NNP" "No entity"
"1581" "receptor" "receptor" "NN" "No entity"
"1582" "alpha" "alpha" "NN" "No entity"
"1583" "(" "(" "-LRB-" "No entity"
"1584" "RXRalpha" "RXRalpha" "NNP" "ORG"
"1585" ")" ")" "-RRB-" "No entity"
"1586" "dimerizes" "dimerize" "VBZ" "No entity"
"1587" "with" "with" "IN" "No entity"
"1588" "CAR" "CAR" "NNP" "ORG"
"1589" "and" "and" "CC" "No entity"
"1590" "PXR" "PXR" "NNP" "ORG"
"1591" "." "." "." "No entity"
"1592" " " " " "_SP" "No entity"
"1593" "hCAR" "hcar" "CD" "No entity"
"1594" "," "," "," "No entity"
"1595" "in" "in" "IN" "No entity"
"1596" "turn" "turn" "NN" "No entity"
"1597" "," "," "," "No entity"
"1598" "regulates" "regulate" "VBZ" "No entity"
"1599" "a" "a" "DT" "No entity"
"1600" "number" "number" "NN" "No entity"
"1601" "of" "of" "IN" "No entity"
"1602" "genes" "gene" "NNS" "No entity"
"1603" "responsible" "responsible" "JJ" "No entity"
"1604" "for" "for" "IN" "No entity"
"1605" "xenobiotic" "xenobiotic" "JJ" "No entity"
"1606" "metabolism" "metabolism" "NN" "No entity"
"1607" "and" "and" "CC" "No entity"
"1608" "transport" "transport" "NN" "No entity"
"1609" "including" "include" "VBG" "No entity"
"1610" "several" "several" "JJ" "No entity"
"1611" "cytochrome" "cytochrome" "NN" "No entity"
"1612" "P450s" "p450" "NNS" "No entity"
"1613" "(" "(" "-LRB-" "No entity"
"1614" "CYP" "CYP" "NNP" "No entity"
"1615" "2B5" "2b5" "CD" "No entity"
"1616" "," "," "," "No entity"
"1617" "2C9" "2c9" "CD" "CARDINAL"
"1618" "," "," "," "No entity"
"1619" "and" "and" "CC" "No entity"
"1620" "3A4" "3a4" "CD" "CARDINAL"
"1621" ")" ")" "-RRB-" "No entity"
"1622" "and" "and" "CC" "No entity"
"1623" "the" "the" "DT" "No entity"
"1624" "multidrug" "multidrug" "NN" "No entity"
"1625" "resistance" "resistance" "NN" "No entity"
"1626" "-" "-" "HYPH" "No entity"
"1627" "associated" "associate" "VBN" "No entity"
"1628" "protein" "protein" "NN" "No entity"
"1629" "2" "2" "CD" "No entity"
"1630" "(" "(" "-LRB-" "No entity"
"1631" "MRP2" "MRP2" "NNP" "GPE"
"1632" "," "," "," "No entity"
"1633" "ABCC2" "ABCC2" "NNP" "GPE"
"1634" ")" ")" "-RRB-" "No entity"
"1635" "." "." "." "No entity"
"1636" " " " " "_SP" "No entity"
"1637" "Furthermore" "furthermore" "RB" "No entity"
"1638" "," "," "," "No entity"
"1639" "structural" "structural" "JJ" "No entity"
"1640" "comparisons" "comparison" "NNS" "No entity"
"1641" "of" "of" "IN" "No entity"
"1642" "the" "the" "DT" "No entity"
"1643" "FXR" "FXR" "NNP" "ORG"
"1644" "/" "/" "SYM" "No entity"
"1645" "RXRα" "RXRα" "NNP" "No entity"
"1646" "heterodimers" "heterodimer" "NNS" "No entity"
"1647" "and" "and" "CC" "No entity"
"1648" "the" "the" "DT" "No entity"
"1649" "FXR" "FXR" "NNP" "ORG"
"1650" "monomers" "monomer" "NNS" "No entity"
"1651" "bound" "bind" "VBN" "No entity"
"1652" "with" "with" "IN" "No entity"
"1653" "different" "different" "JJ" "No entity"
"1654" "ligands" "ligand" "NNS" "No entity"
"1655" "indicated" "indicate" "VBD" "No entity"
"1656" "that" "that" "IN" "No entity"
"1657" "both" "both" "DT" "No entity"
"1658" "heterodimerization" "heterodimerization" "NN" "No entity"
"1659" "and" "and" "CC" "No entity"
"1660" "ligand" "ligand" "NN" "No entity"
"1661" "binding" "bind" "VBG" "No entity"
"1662" "induce" "induce" "NN" "No entity"
"1663" "conformational" "conformational" "JJ" "No entity"
"1664" "changes" "change" "NNS" "No entity"
"1665" "in" "in" "IN" "No entity"
"1666" "the" "the" "DT" "No entity"
"1667" "C" "C" "NNP" "No entity"
"1668" "terminus" "terminus" "NN" "No entity"
"1669" "of" "of" "IN" "No entity"
"1670" "helix" "helix" "NN" "No entity"
"1671" "11" "11" "CD" "CARDINAL"
"1672" "in" "in" "IN" "No entity"
"1673" "FXR" "FXR" "NNP" "ORG"
"1674" "that" "that" "WDT" "No entity"
"1675" "affect" "affect" "VBP" "No entity"
"1676" "the" "the" "DT" "No entity"
"1677" "stability" "stability" "NN" "No entity"
"1678" "of" "of" "IN" "No entity"
"1679" "the" "the" "DT" "No entity"
"1680" "coactivator" "coactivator" "NN" "No entity"
"1681" "binding" "bind" "VBG" "No entity"
"1682" "surface" "surface" "NN" "No entity"
"1683" "and" "and" "CC" "No entity"
"1684" "the" "the" "DT" "No entity"
"1685" "coactivator" "coactivator" "NN" "No entity"
"1686" "binding" "bind" "VBG" "No entity"
"1687" "in" "in" "IN" "No entity"
"1688" "FXR" "FXR" "NNP" "ORG"
"1689" "." "." "." "No entity"
"1690" " " " " "_SP" "No entity"
"1691" "After" "after" "IN" "No entity"
"1692" "either" "either" "CC" "No entity"
"1693" "up-" "up-" "NN" "No entity"
"1694" "or" "or" "CC" "No entity"
"1695" "down" "down" "RB" "No entity"
"1696" "-" "-" "HYPH" "No entity"
"1697" "regulating" "regulate" "VBG" "No entity"
"1698" "FXR" "FXR" "NNP" "ORG"
"1699" "using" "use" "VBG" "No entity"
"1700" "different" "different" "JJ" "No entity"
"1701" "methods" "method" "NNS" "No entity"
"1702" "," "," "," "No entity"
"1703" "corilagin" "corilagin" "NN" "No entity"
"1704" "could" "could" "MD" "No entity"
"1705" "still" "still" "RB" "No entity"
"1706" "increase" "increase" "VB" "No entity"
"1707" "the" "the" "DT" "No entity"
"1708" "mRNA" "mrna" "NN" "No entity"
"1709" "and" "and" "CC" "No entity"
"1710" "protein" "protein" "NN" "No entity"
"1711" "levels" "level" "NNS" "No entity"
"1712" "of" "of" "IN" "No entity"
"1713" "FXR" "FXR" "NNP" "ORG"
"1714" "," "," "," "No entity"
"1715" "SHP1" "SHP1" "NNP" "GPE"
"1716" "," "," "," "No entity"
"1717" "SHP2" "SHP2" "NNP" "No entity"
"1718" "," "," "," "No entity"
"1719" "UGT2B4" "UGT2B4" "NNP" "No entity"
"1720" "," "," "," "No entity"
"1721" "BSEP" "BSEP" "NNP" "ORG"
"1722" "," "," "," "No entity"
"1723" "MRP2" "MRP2" "NNP" "GPE"
"1724" "and" "and" "CC" "No entity"
"1725" "SULT2A1" "SULT2A1" "NNP" "No entity"
"1726" "and" "and" "CC" "No entity"
"1727" "decrease" "decrease" "VB" "No entity"
"1728" "the" "the" "DT" "No entity"
"1729" "protein" "protein" "NN" "No entity"
"1730" "levels" "level" "NNS" "No entity"
"1731" "of" "of" "IN" "No entity"
"1732" "CYP7A1" "CYP7A1" "NNP" "No entity"
"1733" "," "," "," "No entity"
"1734" "CYP7B1" "CYP7B1" "NNP" "No entity"
"1735" "and" "and" "CC" "No entity"
"1736" "NTCP" "NTCP" "NNP" "ORG"
"1737" "," "," "," "No entity"
"1738" "especially" "especially" "RB" "No entity"
"1739" "when" "when" "WRB" "No entity"
"1740" "administered" "administer" "VBN" "No entity"
"1741" "at" "at" "IN" "No entity"
"1742" "a" "a" "DT" "No entity"
"1743" "high" "high" "JJ" "No entity"
"1744" "concentration" "concentration" "NN" "No entity"
"1745" "." "." "." "No entity"
"1746" " " " " "_SP" "No entity"
"1747" "Chromatin" "Chromatin" "NNP" "PERSON"
"1748" "immunoprecipitation" "immunoprecipitation" "NN" "No entity"
"1749" "assays" "assay" "NNS" "No entity"
"1750" "also" "also" "RB" "No entity"
"1751" "showed" "show" "VBD" "No entity"
"1752" "that" "that" "IN" "No entity"
"1753" "FXR" "FXR" "NNP" "ORG"
"1754" "bound" "bind" "VBN" "No entity"
"1755" "to" "to" "IN" "No entity"
"1756" "the" "the" "DT" "No entity"
"1757" "promoter" "promoter" "NN" "No entity"
"1758" "region" "region" "NN" "No entity"
"1759" "in" "in" "IN" "No entity"
"1760" "MRP2" "MRP2" "NNP" "GPE"
"1761" "was" "be" "VBD" "No entity"
"1762" "less" "less" "RBR" "No entity"
"1763" "abundant" "abundant" "JJ" "No entity"
"1764" "in" "in" "IN" "No entity"
"1765" "liver" "liver" "NN" "No entity"
"1766" "extracts" "extract" "NNS" "No entity"
"1767" "from" "from" "IN" "No entity"
"1768" "bile" "bile" "NN" "No entity"
"1769" "duct" "duct" "VB" "No entity"
"1770" "-" "-" "HYPH" "No entity"
"1771" "ligated" "ligate" "VBN" "No entity"
"1772" "rats" "rat" "NNS" "No entity"
"1773" "than" "than" "IN" "No entity"
"1774" "sham" "sham" "NNP" "No entity"
"1775" "-" "-" "HYPH" "No entity"
"1776" "operated" "operate" "VBN" "No entity"
"1777" "rats" "rat" "NNS" "No entity"
"1778" "." "." "." "No entity"
"1779" " " " " "_SP" "No entity"
"1780" "However" "however" "RB" "No entity"
"1781" "," "," "," "No entity"
"1782" "contrary" "contrary" "RB" "No entity"
"1783" "to" "to" "IN" "No entity"
"1784" "the" "the" "DT" "No entity"
"1785" "results" "result" "NNS" "No entity"
"1786" "of" "of" "IN" "No entity"
"1787" "the" "the" "DT" "No entity"
"1788" "reporter" "reporter" "NN" "No entity"
"1789" "gene" "gene" "NN" "No entity"
"1790" "assay" "assay" "NNP" "No entity"
"1791" "," "," "," "No entity"
"1792" "TPPO" "TPPO" "NNP" "No entity"
"1793" "did" "do" "VBD" "No entity"
"1794" "not" "not" "RB" "No entity"
"1795" "compete" "compete" "VB" "No entity"
"1796" "with" "with" "IN" "No entity"
"1797" "9cRA" "9cRA" "NNP" "CARDINAL"
"1798" "and" "and" "CC" "No entity"
"1799" "Rosi" "Rosi" "NNP" "PERSON"
"1800" "for" "for" "IN" "No entity"
"1801" "binding" "bind" "VBG" "No entity"
"1802" "to" "to" "IN" "No entity"
"1803" "RXR" "RXR" "NNP" "ORG"
"1804" "and" "and" "CC" "No entity"
"1805" "PPARγ" "PPARγ" "NNPS" "No entity"
"1806" "," "," "," "No entity"
"1807" "respectively" "respectively" "RB" "No entity"
"1808" "." "." "." "No entity"
"1809" " " " " "_SP" "No entity"
"1810" "In" "in" "IN" "No entity"
"1811" "this" "this" "DT" "No entity"
"1812" "study" "study" "NN" "No entity"
"1813" "we" "-PRON-" "PRP" "No entity"
"1814" "show" "show" "VBP" "No entity"
"1815" "that" "that" "IN" "No entity"
"1816" "RXR" "RXR" "NNP" "ORG"
"1817" "-" "-" "HYPH" "No entity"
"1818" "γ" "γ" "NN" "No entity"
"1819" "binds" "bind" "NNS" "No entity"
"1820" "to" "to" "IN" "No entity"
"1821" "several" "several" "JJ" "No entity"
"1822" "NRs" "nr" "NNS" "No entity"
"1823" "in" "in" "IN" "No entity"
"1824" "OPCs" "opc" "NNS" "No entity"
"1825" "and" "and" "CC" "No entity"
"1826" "OLGs" "olg" "NNS" "No entity"
"1827" "," "," "," "No entity"
"1828" "one" "one" "CD" "CARDINAL"
"1829" "of" "of" "IN" "No entity"
"1830" "which" "which" "WDT" "No entity"
"1831" "is" "be" "VBZ" "No entity"
"1832" "vitamin" "vitamin" "NN" "No entity"
"1833" "D" "d" "JJ" "No entity"
"1834" "receptor" "receptor" "NN" "No entity"
"1835" "(" "(" "-LRB-" "No entity"
"1836" "VDR" "VDR" "NNP" "ORG"
"1837" ")" ")" "-RRB-" "No entity"
"1838" "." "." "." "No entity"
"1839" " " " " "_SP" "No entity"
"1840" "RIP14" "RIP14" "NNP" "No entity"
"1841" "binds" "bind" "NNS" "No entity"
"1842" "to" "to" "IN" "No entity"
"1843" "DNA" "DNA" "NNP" "No entity"
"1844" "as" "as" "IN" "No entity"
"1845" "a" "a" "DT" "No entity"
"1846" "heterodimer" "heterodimer" "NN" "No entity"
"1847" "with" "with" "IN" "No entity"
"1848" "RXR" "RXR" "NNP" "ORG"
"1849" "." "." "." "No entity"
"1850" " " " " "_SP" "No entity"
"1851" "A" "a" "DT" "No entity"
"1852" "key" "key" "JJ" "No entity"
"1853" "regulator" "regulator" "NN" "No entity"
"1854" "of" "of" "IN" "No entity"
"1855" "hepatocellular" "hepatocellular" "JJ" "No entity"
"1856" "bile" "bile" "NN" "No entity"
"1857" "salt" "salt" "NN" "No entity"
"1858" "homeostasis" "homeostasis" "NN" "No entity"
"1859" "is" "be" "VBZ" "No entity"
"1860" "the" "the" "DT" "No entity"
"1861" "bile" "bile" "NN" "No entity"
"1862" "acid" "acid" "NN" "No entity"
"1863" "receptor" "receptor" "NN" "No entity"
"1864" "/" "/" "SYM" "No entity"
"1865" "farnesoid" "farnesoid" "VB" "No entity"
"1866" "X" "x" "NN" "No entity"
"1867" "receptor" "receptor" "NN" "No entity"
"1868" "FXR" "FXR" "NNP" "ORG"
"1869" "," "," "," "No entity"
"1870" "which" "which" "WDT" "No entity"
"1871" "activates" "activate" "VBZ" "No entity"
"1872" "transcription" "transcription" "NN" "No entity"
"1873" "of" "of" "IN" "No entity"
"1874" "the" "the" "DT" "No entity"
"1875" "BSEP" "BSEP" "NNP" "ORG"
"1876" "and" "and" "CC" "No entity"
"1877" "OATP8" "oatp8" "JJ" "No entity"
"1878" "genes" "gene" "NNS" "No entity"
"1879" "and" "and" "CC" "No entity"
"1880" "of" "of" "IN" "No entity"
"1881" "the" "the" "DT" "No entity"
"1882" "small" "small" "JJ" "No entity"
"1883" "heterodimer" "heterodimer" "NN" "No entity"
"1884" "partner" "partner" "NN" "No entity"
"1885" "1" "1" "CD" "CARDINAL"
"1886" "(" "(" "-LRB-" "No entity"
"1887" "SHP" "SHP" "NNP" "ORG"
"1888" ")" ")" "-RRB-" "No entity"
"1889" "." "." "." "No entity"
"1890" " " " " "_SP" "No entity"
"1891" "When" "when" "WRB" "No entity"
"1892" "cholesterol" "cholesterol" "NN" "No entity"
"1893" "accumulates" "accumulate" "NNS" "No entity"
"1894" "," "," "," "No entity"
"1895" "oxysterols" "oxysterol" "NNS" "No entity"
"1896" "bind" "bind" "VBP" "No entity"
"1897" "to" "to" "IN" "No entity"
"1898" "LXRbeta" "lxrbeta" "NN" "ORG"
"1899" "," "," "," "No entity"
"1900" "and" "and" "CC" "No entity"
"1901" "the" "the" "DT" "No entity"
"1902" "LXRbeta" "LXRbeta" "NNP" "ORG"
"1903" "/" "/" "SYM" "No entity"
"1904" "RXR" "rxr" "NN" "ORG"
"1905" "complex" "complex" "JJ" "No entity"
"1906" "dissociates" "dissociate" "NNS" "No entity"
